Year,Total Vaccinations (per hundred),Total Deaths (per million),Aged Over 65,Poor Cardiovascular Death Rate,Diabetes Prevalence,Male Smokers,Female Smokers
2023,,1316.653,16.984,105.599,7.37,16.6,12.0
2023,,1316.653,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1321.022,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1325.312,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1329.499,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1334.206,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1338.133,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1341.54,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1345.362,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1349.159,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1352.254,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1356.154,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1359.821,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1362.942,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1365.828,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1369.001,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1371.211,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1374.072,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1376.1,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1377.452,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1379.169,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.235,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1380.599,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1381.093,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.081,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.419,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1382.757,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.225,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1383.927,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1384.63,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.306,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.748,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.956,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2023,,1385.982,16.984,105.599,7.37,16.6,12.0
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2020,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,,,,,,,
2021,4.13,,,,,,
2021,4.38,,,,,,
2021,4.71,,,,,,
2021,5.15,,,,,,
2021,5.64,,,,,,
2021,6.21,,,,,,
2021,6.7,,,,,,
2021,6.98,,,,,,
2021,7.28,,,,,,
2021,7.82,,,,,,
2021,8.38,,,,,,
2021,9.02,,,,,,
2021,9.77,,,,,,
2021,10.56,,,,,,
2021,10.91,,,,,,
2021,11.33,,,,,,
2021,11.79,,,,,,
2021,12.23,,,,,,
2021,12.84,,,,,,
2021,13.62,,,,,,
2021,14.59,,,,,,
2021,15.11,,,,,,
2021,15.61,,,,,,
2021,16.14,,,,,,
2021,16.81,,,,,,
2021,17.5,,,,,,
2021,18.22,,,,,,
2021,19.03,,,,,,
2021,19.44,,,,,,
2021,19.89,,,,,,
2021,20.44,,,,,,
2021,21.05,,,,,,
2021,21.74,,,,,,
2021,22.52,,,,,,
2021,23.28,,,,,,
2021,23.61,,,,,,
2021,24.01,,,,,,
2021,24.56,,,,,,
2021,25.32,,,,,,
2021,26.03,,,,,,
2021,26.61,,,,,,
2021,27.15,,,,,,
2021,27.36,,,,,,
2021,27.64,,,,,,
2021,28.16,,,,,,
2021,28.89,,,,,,
2021,29.68,,,,,,
2021,30.51,,,,,,
2021,31.2,,,,,,
2021,31.5,,,,,,
2021,31.81,,,,,,
2021,32.17,,,,,,
2021,32.66,,,,,,
2021,33.31,,,,,,
2021,34.06,,,,,,
2021,34.77,,,,,,
2021,35.04,,,,,,
2021,35.4,,,,,,
2021,35.81,,,,,,
2021,36.3,,,,,,
2021,36.79,,,,,,
2021,37.47,,,,,,
2021,38.34,,,,,,
2021,38.76,,,,,,
2021,39.41,,,,,,
2021,40.17,,,,,,
2021,41.03,,,,,,
2021,42.01,,,,,,
2021,43.14,,,,,,
2021,44.48,,,,,,
2021,45.05,,,,,,
2021,45.66,,,,,,
2021,46.38,,,,,,
2021,47.23,,,,,,
2021,48.04,,,,,,
2021,49.09,,,,,,
2021,50.1,,,,,,
2021,50.77,,,,,,
2021,51.34,,,,,,
2021,52.07,,,,,,
2021,53.0,,,,,,
2021,53.95,,,,,,
2021,54.45,,,,,,
2021,54.86,,,,,,
2021,54.98,,,,,,
2021,55.11,,,,,,
2021,55.49,,,,,,
2021,56.25,,,,,,
2021,57.07,,,,,,
2021,57.89,,,,,,
2021,58.8,,,,,,
2021,59.14,,,,,,
2021,59.48,,,,,,
2021,60.01,,,,,,
2021,60.67,,,,,,
2021,61.47,,,,,,
2021,62.44,,,,,,
2021,63.45,,,,,,
2021,63.92,,,,,,
2021,64.45,,,,,,
2021,65.09,,,,,,
2021,65.85,,,,,,
2021,66.64,,,,,,
2021,67.53,,,,,,
2021,68.6,,,,,,
2021,69.11,,,,,,
2021,69.67,,,,,,
2021,70.38,,,,,,
2021,71.25,,,,,,
2021,72.15,,,,,,
2021,72.99,,,,,,
2021,73.79,,,,,,
2021,74.16,,,,,,
2021,74.44,,,,,,
2021,74.99,,,,,,
2021,75.8,,,,,,
2021,76.72,,,,,,
2021,77.64,,,,,,
2021,78.6,,,,,,
2021,79.02,,,,,,
2021,79.49,,,,,,
2021,80.21,,,,,,
2021,81.18,,,,,,
2021,82.16,,,,,,
2021,83.1,,,,,,
2021,84.09,,,,,,
2021,84.55,,,,,,
2021,85.08,,,,,,
2021,85.83,,,,,,
2021,86.79,,,,,,
2021,87.86,,,,,,
2021,88.85,,,,,,
2021,90.07,,,,,,
2021,90.64,,,,,,
2021,91.3,,,,,,
2021,92.16,,,,,,
2021,93.17,,,,,,
2021,94.23,,,,,,
2021,95.21,,,,,,
2021,96.16,,,,,,
2021,96.65,,,,,,
2021,97.05,,,,,,
2021,97.68,,,,,,
2021,98.43,,,,,,
2021,99.26,,,,,,
2021,100.09,,,,,,
2021,101.14,,,,,,
2021,101.7,,,,,,
2021,102.29,,,,,,
2021,102.93,,,,,,
2021,103.64,,,,,,
2021,104.39,,,,,,
2021,105.15,,,,,,
2021,106.04,,,,,,
2021,106.53,,,,,,
2021,107.04,,,,,,
2021,107.63,,,,,,
2021,108.25,,,,,,
2021,108.94,,,,,,
2021,109.58,,,,,,
2021,110.37,,,,,,
2021,110.76,,,,,,
2021,,,,,,,
2021,111.62,,,,,,
2021,112.18,,,,,,
2021,112.78,,,,,,
2021,113.33,,,,,,
2021,114.01,,,,,,
2021,114.4,,,,,,
2021,114.77,,,,,,
2021,115.18,,,,,,
2021,115.64,,,,,,
2021,116.15,,,,,,
2021,116.59,,,,,,
2021,117.1,,,,,,
2021,117.36,,,,,,
2021,117.67,,,,,,
2021,117.99,,,,,,
2021,118.34,,,,,,
2021,118.73,,,,,,
2021,119.12,,,,,,
2021,119.57,,,,,,
2021,119.78,,,,,,
2021,120.03,,,,,,
2021,120.34,,,,,,
2021,120.7,,,,,,
2021,121.09,,,,,,
2021,121.46,,,,,,
2021,121.92,,,,,,
2021,122.15,,,,,,
2021,122.41,,,,,,
2021,122.69,,,,,,
2021,123.02,,,,,,
2021,123.36,,,,,,
2021,123.7,,,,,,
2021,124.09,,,,,,
2021,124.29,,,,,,
2021,124.54,,,,,,
2021,124.8,,,,,,
2021,125.09,,,,,,
2021,125.41,,,,,,
2021,125.72,,,,,,
2021,126.1,,,,,,
2021,126.29,,,,,,
2021,126.5,,,,,,
2021,126.74,,,,,,
2021,127.02,,,,,,
2021,127.33,,,,,,
2021,127.62,,,,,,
2021,128.01,,,,,,
2021,128.2,,,,,,
2021,128.44,,,,,,
2021,128.71,,,,,,
2021,129.03,,,,,,
2021,129.38,,,,,,
2021,129.69,,,,,,
2021,130.07,,,,,,
2021,130.29,,,,,,
2021,130.55,,,,,,
2021,130.83,,,,,,
2021,131.16,,,,,,
2021,131.51,,,,,,
2021,131.86,,,,,,
2021,132.28,,,,,,
2021,132.51,,,,,,
2021,132.77,,,,,,
2021,133.05,,,,,,
2021,133.4,,,,,,
2021,133.71,,,,,,
2021,133.98,,,,,,
2021,134.25,,,,,,
2021,134.4,,,,,,
2021,134.52,,,,,,
2021,134.77,,,,,,
2021,135.02,,,,,,
2021,135.26,,,,,,
2021,135.49,,,,,,
2021,135.75,,,,,,
2021,135.89,,,,,,
2021,136.04,,,,,,
2021,136.21,,,,,,
2021,136.38,,,,,,
2021,136.57,,,,,,
2021,136.75,,,,,,
2021,136.94,,,,,,
2021,137.04,,,,,,
2021,137.17,,,,,,
2021,137.3,,,,,,
2021,137.43,,,,,,
2021,137.57,,,,,,
2021,137.7,,,,,,
2021,137.85,,,,,,
2021,137.93,,,,,,
2021,138.03,,,,,,
2021,138.13,,,,,,
2021,138.23,,,,,,
2021,138.34,,,,,,
2021,138.45,,,,,,
2021,138.56,,,,,,
2021,138.61,,,,,,
2021,138.7,,,,,,
2021,138.8,,,,,,
2021,138.9,,,,,,
2021,140.53,,,,,,
2021,140.91,,,,,,
2021,141.34,,,,,,
2021,141.55,,,,,,
2021,141.87,,,,,,
2021,142.24,,,,,,
2021,142.61,,,,,,
2021,143.01,,,,,,
2021,143.41,,,,,,
2021,143.93,,,,,,
2021,144.14,,,,,,
2021,144.43,,,,,,
2021,144.81,,,,,,
2021,145.25,,,,,,
2021,145.74,,,,,,
2021,146.19,,,,,,
2021,146.79,,,,,,
2021,147.01,,,,,,
2021,147.37,,,,,,
2021,147.83,,,,,,
2021,148.34,,,,,,
2021,148.91,,,,,,
2021,149.46,,,,,,
2021,150.14,,,,,,
2021,150.45,,,,,,
2021,150.87,,,,,,
2021,151.35,,,,,,
2021,151.87,,,,,,
2021,152.42,,,,,,
2021,152.94,,,,,,
2021,153.62,,,,,,
2021,153.91,,,,,,
2021,154.35,,,,,,
2021,154.89,,,,,,
2021,155.47,,,,,,
2021,156.06,,,,,,
2021,156.63,,,,,,
2021,157.39,,,,,,
2021,157.74,,,,,,
2021,158.22,,,,,,
2021,158.81,,,,,,
2021,159.92,,,,,,
2021,160.55,,,,,,
2021,161.17,,,,,,
2021,161.99,,,,,,
2021,162.36,,,,,,
2021,162.85,,,,,,
2021,163.43,,,,,,
2021,164.06,,,,,,
2021,164.7,,,,,,
2021,165.32,,,,,,
2021,166.13,,,,,,
2021,166.5,,,,,,
2021,167.01,,,,,,
2021,167.62,,,,,,
2021,168.25,,,,,,
2021,168.91,,,,,,
2021,169.55,,,,,,
2021,170.39,,,,,,
2021,170.85,,,,,,
2021,171.38,,,,,,
2021,172.05,,,,,,
2021,172.75,,,,,,
