Year,Total Vaccinations (per hundred),Total Deaths (per million),Hospitalized Patients (per million),ICU Patients (per million),Positive Rate
2020,,,234.324,19.346,
2020,,,261.91,18.179,
2020,,,259.257,17.135,
2020,,,251.229,19.841,
2020,,,249.319,18.939,
2020,,,247.409,18.462,
2020,,,263.926,21.804,
2020,,,288.329,20.46,
2020,,,310.398,23.112,
2020,,,323.271,25.782,
2020,,,310.256,25.871,
2021,,,336.888,26.525,
2021,,,337.896,28.382,
2021,,,369.408,30.734,
2021,,,377.436,31.194,
2021,,,360.831,34.748,
2021,,,399.77,34.713,
2021,,,419.151,38.126,
2021,,,418.338,40.159,
2021,,,418.267,38.886,
2021,4.13,,453.705,41.485,
2021,4.38,,442.37,40.973,
2021,4.71,,465.924,46.667,
2021,5.15,,482.051,46.154,
2021,5.64,,487.71,46.932,
2021,6.21,,491.901,51.176,
2021,6.7,,502.14,51.689,
2021,6.98,,493.068,50.292,
2021,7.28,,526.932,50.292,
2021,7.82,,490.592,51.565,
2021,8.38,,495.314,53.404,
2021,9.02,,469.584,52.272,
2021,9.77,,522.706,54.483,
2021,10.56,,473.864,51.441,
2021,10.91,,501.061,55.155,
2021,11.33,,468.17,50.981,
2021,11.79,,470.981,52.149,
2021,12.23,,436.074,45.977,
2021,12.84,,446.578,47.922,
2021,13.62,,439.54,48.523,
2021,14.59,,419.788,49.425,
2021,15.11,,410.398,43.554,
2021,15.61,,402.529,51.017,
2021,16.14,,389.514,47.286,
2021,16.81,,375.88,45.323,
2021,17.5,,369.284,45.447,
2021,18.22,,356.393,45.146,
2021,19.03,,341.592,42.635,
2021,19.44,,354.111,43.943,
2021,19.89,,336.658,42.989,
2021,20.44,,310.752,38.515,
2021,21.05,,299.982,37.737,
2021,21.74,,294.182,38.798,
2021,22.52,,271.6,37.489,
2021,23.28,,250.451,33.97,
2021,23.61,,246.313,35.102,
2021,24.01,,253.316,36.11,
2021,24.56,,233.015,33.935,
2021,25.32,,225.27,33.245,
2021,26.03,,222.953,31.158,
2021,26.61,,224.721,31.813,
2021,27.15,,200.035,28.24,
2021,27.36,,187.392,31.335,
2021,27.64,,193.97,28.736,
2021,28.16,,199.027,27.905,
2021,28.89,,184.032,24.792,
2021,29.68,,174.182,25.057,
2021,30.51,,170.681,25.729,
2021,31.2,,158.691,21.185,
2021,31.5,,149.443,21.998,
2021,31.81,,150.044,24.668,
2021,32.17,,145.287,23.996,
2021,32.66,,132.626,21.503,
2021,33.31,,132.838,20.813,
2021,34.06,,127.958,21.114,
2021,34.77,,125.34,21.485,
2021,35.04,,110.875,17.56,
2021,35.4,,115.703,17.33,
2021,35.81,,110.115,17.701,
2021,36.3,,103.448,17.86,
2021,36.79,,93.828,15.155,
2021,37.47,,93.245,14.943,
2021,38.34,,91.123,13.298,
2021,38.76,,88.276,13.333,
2021,39.41,,86.614,13.722,
2021,40.17,,85.464,12.166,
2021,41.03,,79.31,12.166,
2021,42.01,,75.721,11.07,
2021,43.14,,69.107,11.547,
2021,44.48,,62.847,10.433,
2021,45.05,,63.024,9.637,
2021,45.66,,65.305,10.575,
2021,46.38,,58.904,8.576,
2021,47.23,,61.804,8.294,
2021,48.04,,55.65,7.728,
2021,49.09,,54.111,8.983,
2021,50.1,,54.66,7.639,
2021,50.77,,47.215,7.462,
2021,51.34,,50.858,7.905,
2021,52.07,,47.781,7.374,
2021,53.0,,44.739,7.905,
2021,53.95,,42.458,6.26,
2021,54.45,,36.994,5.111,
2021,54.86,,36.074,5.782,
2021,54.98,,37.418,5.853,
2021,55.11,,37.524,5.906,
2021,55.49,,32.449,5.535,
2021,56.25,,33.492,4.775,
2021,57.07,,33.528,4.704,
2021,57.89,,29.637,4.863,
2021,58.8,,29.549,4.615,
2021,59.14,,27.975,4.315,
2021,59.48,,29.956,4.509,
2021,60.01,,26.649,4.881,
2021,60.67,,25.393,4.385,
2021,61.47,,25.128,3.431,
2021,62.44,,24.792,4.103,
2021,63.45,,24.156,4.014,
2021,63.92,,23.625,4.014,
2021,64.45,,23.643,3.802,
2021,65.09,,22.759,3.855,
2021,65.85,,23.501,3.448,
2021,66.64,,21.45,3.519,
2021,67.53,,21.185,2.935,
2021,68.6,,19.912,2.688,
2021,69.11,,19.823,3.112,
2021,69.67,,19.063,2.741,
2021,70.38,,19.469,2.829,
2021,71.25,,17.011,2.688,
2021,72.15,,16.888,2.228,
2021,72.99,,17.047,2.157,
2021,73.79,,13.74,1.786,
2021,74.16,,13.263,2.087,
2021,74.44,,14.783,1.998,
2021,74.99,,14.624,1.874,
2021,75.8,,13.705,1.945,
2021,76.72,,13.722,1.751,
2021,77.64,,14.023,1.786,
2021,78.6,,13.369,1.68,
2021,79.02,,13.28,1.503,
2021,79.49,,12.396,1.609,
2021,80.21,,12.378,1.68,
2021,81.18,,11.742,1.344,
2021,82.16,,11.176,1.645,
2021,83.1,,10.964,1.45,
2021,84.09,,9.797,1.185,
2021,84.55,,9.938,1.185,
2021,85.08,,11.317,1.538,
2021,85.83,,10.38,1.202,
2021,86.79,,9.443,1.45,
2021,87.86,,9.637,1.185,
2021,88.85,,9.637,1.362,
2021,90.07,,9.266,1.432,
2021,90.64,,9.549,1.291,
2021,91.3,,10.327,1.538,
2021,92.16,,10.592,1.538,
2021,93.17,,10.274,1.574,
2021,94.23,,9.991,1.043,
2021,95.21,,9.62,1.468,
2021,96.16,,9.85,1.45,
2021,96.65,,9.602,1.45,
2021,97.05,,10.734,1.291,
2021,97.68,,11.689,1.344,
2021,98.43,,11.83,1.662,
2021,99.26,,11.813,1.768,
2021,100.09,,12.042,1.609,
2021,101.14,,12.325,1.627,
2021,101.7,,11.954,1.839,
2021,102.29,,12.237,1.468,
2021,102.93,,12.378,1.821,
2021,103.64,,12.237,1.945,
2021,104.39,,12.874,1.892,
2021,105.15,,13.386,1.874,
2021,106.04,,12.272,2.263,
2021,106.53,,14.005,2.653,
2021,107.04,,13.775,2.087,
2021,107.63,,14.66,2.67,
2021,108.25,,14.713,2.299,
2021,108.94,,17.577,2.529,
2021,109.58,,17.966,2.829,
2021,110.37,,17.365,2.582,
2021,110.76,,17.825,3.059,
2021,,,19.699,2.935,
2021,111.62,,18.603,3.254,
2021,112.18,,16.888,3.148,
2021,112.78,,17.949,3.36,
2021,113.33,,17.966,2.9,
2021,114.01,,18.78,2.723,
2021,114.4,,19.098,2.918,
2021,114.77,,21.503,3.696,
2021,115.18,,20.283,3.378,
2021,115.64,,20.884,3.378,
2021,116.15,,23.784,3.82,
2021,116.59,,23.378,3.855,
2021,117.1,,22.529,3.767,
2021,117.36,,26.242,4.686,
2021,117.67,,25.376,4.35,
2021,117.99,,28.382,4.686,
2021,118.34,,31.141,5.305,
2021,118.73,,31.724,5.376,
2021,119.12,,33.917,5.411,
2021,119.57,,33.333,5.393,
2021,119.78,,35.508,5.535,
2021,120.03,,38.921,5.712,
2021,120.34,,42.865,6.172,
2021,120.7,,43.112,6.614,
2021,121.09,,45.217,6.737,
2021,121.46,,49.089,7.604,
2021,121.92,,50.345,7.321,
2021,122.15,,49.885,7.126,
2021,122.41,,56.216,7.763,
2021,122.69,,52.856,7.851,
2021,123.02,,57.224,7.834,
2021,123.36,,62.476,8.523,
2021,123.7,,64.916,8.576,
2021,124.09,,66.826,9.107,
2021,124.29,,65.57,10.115,
2021,124.54,,76.516,10.239,
2021,124.8,,73.952,10.716,
2021,125.09,,72.927,10.911,
2021,125.41,,68.47,10.946,
2021,125.72,,76.446,10.946,
2021,126.1,,76.18,11.866,
2021,126.29,,70.787,11.017,
2021,126.5,,73.227,10.469,
2021,126.74,,71.547,11.158,
2021,127.02,,70.557,11.052,
2021,127.33,,69.814,11.636,
2021,127.62,,71.229,10.981,
2021,128.01,,72.644,10.522,
2021,128.2,,70.645,10.752,
2021,128.44,,69.266,10.716,
2021,128.71,,72.308,12.025,
2021,129.03,,74.111,11.477,
2021,129.38,,75.385,11.901,
2021,129.69,,70.062,11.406,
2021,130.07,,69.178,11.706,
2021,130.29,,70.84,11.866,
2021,130.55,,77.347,11.618,
2021,130.83,,81.715,11.919,
2021,131.16,,76.057,10.999,
2021,131.51,,81.468,12.007,
2021,131.86,,74.872,13.546,
2021,132.28,,80.619,13.05,
2021,132.51,,81.079,12.767,
2021,132.77,,82.423,11.512,
2021,133.05,,81.804,12.378,
2021,133.4,,82.37,12.573,
2021,133.71,,78.126,12.343,
2021,133.98,,83.413,12.909,
2021,134.25,,79.363,12.608,
2021,134.4,,80.389,12.042,
2021,134.52,,83.095,12.166,
2021,134.77,,91.972,12.909,
2021,135.02,,86.172,13.121,
2021,135.26,,87.975,13.068,
2021,135.49,,87.268,12.661,
2021,135.75,,84.633,13.086,
2021,135.89,,87.162,12.732,
2021,136.04,,88.099,13.563,
2021,136.21,,88.258,13.316,
2021,136.38,,91.724,13.528,
2021,136.57,,90.345,12.962,
2021,136.75,,90.84,13.139,
2021,136.94,,89.903,12.361,
2021,137.04,,90.203,12.962,
2021,137.17,,90.027,11.441,
2021,137.3,,90.875,13.139,
2021,137.43,,92.909,13.74,
2021,137.57,,89.266,13.51,
2021,137.7,,80.548,12.485,
2021,137.85,,83.696,12.343,
2021,137.93,,77.613,12.255,
2021,138.03,,74.748,11.883,
2021,138.13,,79.77,11.388,
2021,138.23,,76.676,12.431,
2021,138.34,,75.349,10.981,
2021,138.45,,68.859,11.742,
2021,138.56,,76.198,10.698,
2021,138.61,,70.522,10.115,
2021,138.7,,74.094,10.486,
2021,138.8,,72.98,10.327,
2021,138.9,,66.384,9.832,
2021,140.53,,68.417,9.832,
2021,140.91,,71.07,9.779,
2021,141.34,,65.836,9.39,
2021,141.55,,68.488,9.708,
2021,141.87,,71.459,9.425,
2021,142.24,,71.194,9.337,
2021,142.61,,72.485,9.832,
2021,143.01,,71.795,9.956,
2021,143.41,,70.451,9.266,
2021,143.93,,73.033,8.789,
2021,144.14,,70.345,8.983,
2021,144.43,,73.528,8.311,
2021,144.81,,75.243,9.867,
2021,145.25,,73.439,10.044,
2021,145.74,,72.909,9.372,
2021,146.19,,75.827,9.019,
2021,146.79,,75.031,9.708,
2021,147.01,,78.373,10.203,
2021,147.37,,84.934,10.309,
2021,147.83,,87.409,10.486,
2021,148.34,,88.011,9.797,
2021,148.91,,84.757,9.973,
2021,149.46,,88.417,10.38,
2021,150.14,,86.278,11.388,
2021,150.45,,91.583,10.203,
2021,150.87,,98.709,11.353,
2021,151.35,,93.581,11.353,
2021,151.87,,99.929,11.742,
2021,152.42,,106.879,11.618,
2021,152.94,,100.99,11.742,
2021,153.62,,104.527,11.424,
2021,153.91,,95.261,11.936,
2021,154.35,,108.187,12.608,
2021,154.89,,109.195,12.644,
2021,155.47,,108.099,12.644,
2021,156.06,,103.271,13.298,
2021,156.63,,103.607,12.821,
2021,157.39,,98.851,12.308,
2021,157.74,,102.051,12.98,
2021,158.22,,108.983,11.83,
2021,158.81,,105.217,12.803,
2021,159.92,,98.338,12.502,
2021,160.55,,100.654,12.732,
2021,161.17,,99.134,12.573,
2021,161.99,,92.573,12.361,
2021,162.36,,92.626,12.361,
2021,162.85,,102.776,12.838,
2021,163.43,,100.76,12.767,
2021,164.06,,93.086,11.689,
2021,164.7,,90.893,11.671,
2021,165.32,,93.05,11.76,
2021,166.13,,90.628,11.088,
2021,166.5,,88.417,11.141,
2021,167.01,,94.801,11.194,
2021,167.62,,92.025,11.034,
2021,168.25,,92.485,12.149,
2021,168.91,,89.39,12.149,
2021,169.55,,85.305,12.06,
2021,170.39,,84.474,11.282,
2021,170.85,,85.853,11.706,
2021,171.38,,87.179,11.689,
2021,172.05,,90.08,12.502,
2021,172.75,,84.686,9.973,
2021,173.46,,84.527,11.017,
2021,174.13,,89.248,11.494,
2021,174.97,,84.332,11.583,
2021,175.42,,88.576,11.034,
2021,175.97,,90.327,12.449,
2021,176.61,,88.559,11.972,
2021,177.28,,87.356,11.07,
2021,178.07,,89.408,12.007,
2021,178.8,,87.816,11.034,
2021,179.76,,91.317,11.264,
2021,180.42,,92.856,11.477,
2021,181.24,,96.375,11.671,
2021,182.33,,89.779,11.76,
2021,183.54,,93.775,11.247,
2021,184.96,,95.155,10.946,
2021,186.39,,92.166,12.007,
2021,188.0,,90.504,11.317,
2021,189.4,,96.34,11.141,
2021,190.87,,101.662,11.388,
2021,192.45,,100.407,10.84,
2021,193.83,,106.914,10.698,
2021,194.83,,108.258,10.345,
2021,195.14,,110.787,10.734,
2021,195.16,,104.987,10.044,
2021,195.2,,111.53,11.53,
2021,195.64,,134.571,11.813,
2021,196.18,,148.276,11.424,
2021,196.91,,162.016,11.53,
2021,197.6,,172.113,10.398,
2021,197.91,,184.562,11.6,
2022,197.95,,181.981,10.964,
2022,198.18,,181.91,11.406,
2022,198.46,,219.469,11.76,
2022,198.89,,225.093,10.928,
2022,199.33,,235.508,11.406,
2022,199.75,,243.006,11.353,
2022,200.15,,248.117,10.504,
2022,200.64,,242.14,9.708,
2022,200.92,,252.361,11.123,
2022,201.19,,258.744,10.062,
2022,201.45,,250.61,9.372,
2022,201.69,,256.127,10.911,
2022,201.93,,256.976,10.663,
2022,202.16,,244.439,9.885,
2022,202.43,,246.454,9.213,
2022,202.58,,238.709,8.683,
2022,202.74,,239.788,9.62,
2022,202.92,,249.302,8.912,
2022,203.08,,232.414,8.789,
2022,203.24,,223.466,8.205,
2022,203.42,,215.738,7.905,
2022,203.63,,220.743,8.011,
2022,203.75,,200.018,7.622,
2022,203.9,,215.738,7.215,
2022,204.04,,209.567,7.851,
2022,204.19,,198.073,7.462,
2022,204.33,,208.276,7.268,
2022,204.49,,199.487,6.985,
2022,204.67,,195.349,7.162,
2022,204.77,,193.298,6.808,
2022,204.88,,200.159,6.454,
2022,205.0,,185.111,7.109,
2022,205.11,,182.546,6.295,
2022,205.23,,178.196,6.631,
2022,205.35,,172.52,6.543,
2022,205.48,,176.057,6.225,
2022,205.54,,158.108,5.5,
2022,205.63,,172.856,5.836,
2022,205.73,,159.735,5.747,
2022,205.83,,162.953,5.553,
2022,205.94,,151.459,5.287,
2022,206.05,,142.193,5.889,
2022,206.18,,142.317,5.234,
2022,206.23,,141.68,4.721,
2022,206.31,,144.987,4.739,
2022,206.4,,141.839,4.509,
2022,206.5,,142.706,4.81,
2022,206.59,,132.538,4.474,
2022,206.65,,133.846,4.456,
2022,206.74,,123.926,4.244,
2022,206.79,,131.229,4.792,
2022,206.86,,129.85,4.474,
2022,206.94,,127.215,3.996,
2022,207.02,,127.233,3.731,
2022,207.09,,126.596,4.12,
2022,207.17,,118.196,3.519,
2022,207.25,,120.301,2.971,
2022,207.3,,121.804,3.484,
2022,207.36,,123.395,3.714,
2022,207.42,,130.256,3.201,
2022,207.49,,118.285,3.201,
2022,207.57,,117.701,2.935,
2022,207.64,,115.137,2.759,
2022,207.72,,119.045,2.776,
2022,207.76,,122.37,2.865,
2022,207.81,,126.914,2.989,
2022,207.87,,128.93,3.077,
2022,208.34,,131.936,3.342,
2022,208.4,,135.172,2.723,
2022,208.47,,136.092,3.148,
2022,208.55,,136.622,2.723,
2022,208.59,,141.645,2.617,
2022,208.65,,153.086,2.953,
2022,208.71,,155.791,2.918,
2022,208.77,,159.416,2.794,
2022,208.83,,168.329,3.342,
2022,208.89,,165.358,2.918,
2022,208.97,,159.222,3.006,
2022,209.01,,169.797,2.935,
2022,209.42,,194.076,3.66,
2022,209.54,,195.933,3.519,
2022,209.69,,176.587,3.342,
2022,209.85,,185.995,3.572,
2022,210.02,,197.312,4.138,
2022,210.2,,208.488,3.625,
2022,210.27,,211.936,3.643,
2022,210.42,,229.655,3.855,
2022,210.59,,227.498,4.615,
2022,210.79,,220.283,3.714,
2022,210.99,,225.323,3.395,
2022,211.19,,237.277,3.926,
2022,211.43,,229.973,3.873,
2022,211.53,,231.618,4.12,
2022,211.71,,233.086,3.908,
2022,211.92,,238.037,4.209,
2022,212.14,,238.391,3.82,
2022,212.36,,243.201,3.678,
2022,212.6,,232.396,4.262,
2022,212.92,,242.706,3.908,
2022,213.05,,237.878,4.244,
2022,213.24,,244.067,4.262,
2022,213.48,,230.451,4.385,
2022,213.73,,222.458,3.625,
2022,213.97,,209.337,4.067,
2022,214.06,,207.533,3.466,
2022,214.2,,200.23,3.484,
2022,214.23,,211.813,3.89,
2022,214.27,,204.385,3.572,
2022,214.46,,224.35,3.82,
2022,214.69,,215.261,4.032,
2022,214.91,,188.7,3.501,
2022,215.12,,191.088,3.059,
2022,215.48,,183.501,3.413,
2022,215.59,,171.919,3.59,
2022,215.76,,176.516,3.66,
2022,215.95,,158.868,3.307,
2022,216.16,,159.646,3.484,
2022,216.36,,151.37,2.989,
2022,216.55,,136.41,3.342,
2022,216.79,,136.393,3.413,
2022,216.86,,132.219,3.431,
2022,216.89,,125.464,3.554,
2022,217.02,,129.142,3.413,
2022,217.19,,124.898,3.254,
2022,217.35,,125.181,3.378,
2022,217.51,,118.249,3.077,
2022,217.72,,110.469,2.759,
2022,217.79,,106.897,2.953,
2022,217.91,,108.453,2.829,
2022,218.06,,107.533,2.387,
2022,218.2,,103.324,2.387,
2022,218.35,,85.588,2.299,
2022,218.47,,89.637,1.963,
2022,218.63,,91.972,2.564,
2022,218.69,,87.781,2.317,
2022,218.78,,79.222,2.317,
2022,218.89,,70.858,2.617,
2022,219.0,,81.432,2.387,
2022,219.12,,71.795,2.635,
2022,219.23,,70.911,2.387,
2022,219.37,,69.531,2.405,
2022,219.41,,74.164,2.175,
2022,219.5,,73.263,2.387,
2022,219.59,,62.104,2.157,
2022,219.69,,66.313,2.069,
2022,219.82,,57.047,1.963,
2022,219.91,,61.291,1.468,
2022,220.01,,52.555,1.786,
2022,220.05,,56.711,1.698,
2022,220.13,,57.913,1.521,
2022,220.22,,57.683,1.256,
2022,220.3,,51.954,1.68,
2022,220.31,,52.485,1.627,
2022,220.32,,56.658,1.662,
2022,220.36,,53.687,1.556,
2022,220.38,,55.102,1.68,
2022,220.43,,56.092,1.715,
2022,220.49,,56.676,1.397,
2022,220.56,,54.306,1.592,
2022,220.63,,53.652,1.857,
2022,220.69,,60.212,1.821,
2022,220.77,,60.195,1.698,
2022,220.81,,59.735,1.786,
2022,220.85,,59.523,1.662,
2022,220.9,,60.99,1.715,
2022,220.95,,65.429,1.592,
2022,221.01,,64.934,1.344,
2022,221.05,,65.694,1.804,
2022,221.12,,73.369,1.91,
2022,221.15,,72.325,2.034,
2022,221.32,,80.884,2.37,
2022,221.37,,80.177,2.175,
2022,221.43,,83.112,1.998,
2022,221.48,,87.126,2.299,
2022,221.53,,93.103,2.334,
2022,221.62,,98.196,2.228,
2022,221.65,,105.111,2.794,
2022,221.7,,103.148,2.617,
2022,221.76,,113.935,3.042,
2022,221.82,,118.674,2.935,
2022,221.97,,120.0,2.759,
2022,222.02,,128.205,2.812,
2022,222.11,,123.873,2.653,
2022,222.14,,146.101,2.564,
2022,222.19,,149.284,2.935,
2022,222.24,,152.909,3.095,
2022,222.29,,162.423,2.723,
2022,222.35,,160.796,3.095,
2022,222.4,,173.669,3.201,
2022,222.48,,162.812,3.024,
2022,222.51,,184.704,3.218,
2022,222.55,,183.095,3.66,
2022,222.6,,192.944,3.466,
2022,222.65,,195.579,3.714,
2022,222.69,,186.897,3.767,
2022,222.74,,190.115,3.554,
2022,222.82,,195.791,3.855,
2022,222.85,,189.461,3.537,
2022,222.89,,199.717,4.315,
2022,222.91,,185.977,4.244,
2022,222.96,,192.29,4.085,
2022,223.0,,192.06,3.943,
2022,223.04,,183.307,3.943,
2022,223.11,,169.62,3.82,
2022,223.14,,164.527,4.156,
2022,223.18,,178.957,3.837,
2022,223.22,,153.351,3.625,
2022,223.26,,161.273,3.643,
2022,223.3,,156.658,3.448,
2022,223.34,,143.024,3.431,
2022,223.39,,151.512,3.112,
2022,223.42,,153.74,3.307,
2022,223.45,,156.092,3.236,
2022,223.48,,148.612,3.466,
2022,223.51,,143.342,3.36,
2022,223.57,,137.188,3.236,
2022,223.6,,127.551,3.289,
2022,223.64,,130.858,3.077,
2022,223.65,,137.913,3.183,
2022,223.68,,134.766,3.395,
2022,223.7,,130.009,3.413,
2022,223.73,,113.687,3.042,
2022,223.75,,120.637,2.935,
2022,223.78,,115.279,2.635,
2022,223.81,,119.434,2.706,
2022,223.83,,118.285,2.829,
2022,223.87,,119.399,2.741,
2022,223.89,,113.139,2.546,
2022,223.91,,117.913,2.9,
2022,223.94,,108.258,2.829,
2022,223.96,,105.323,2.617,
2022,223.99,,105.782,2.387,
2022,224.0,,99.841,2.529,
2022,224.02,,98.744,2.458,
2022,224.05,,97.082,1.91,
2022,224.07,,91.194,2.14,
2022,224.1,,92.679,1.768,
2022,224.13,,81.291,1.751,
2022,224.15,,84.244,2.104,
2022,224.16,,77.418,1.963,
2022,224.17,,79.876,2.122,
2022,224.19,,79.859,2.051,
2022,224.21,,76.145,2.051,
2022,224.23,,86.136,2.122,
2022,224.25,,70.628,2.263,
2022,224.27,,76.587,1.945,
2022,224.28,,77.294,1.892,
2022,224.29,,71.954,1.91,
2022,224.31,,78.55,1.645,
2022,224.34,,76.711,1.627,
2022,224.38,,69.054,1.821,
2022,224.43,,72.414,1.609,
2022,224.49,,70.928,2.016,
2022,224.51,,67.905,1.998,
2022,224.77,,71.088,1.892,
2022,225.07,,71.954,2.157,
2022,225.37,,65.111,1.892,
2022,225.75,,68.859,1.821,
2022,226.13,,68.824,1.945,
2022,226.31,,63.13,1.91,
2022,226.82,,66.295,1.627,
2022,226.91,,66.525,1.91,
2022,227.31,,75.208,1.998,
2022,227.74,,78.621,2.334,
2022,228.28,,76.87,2.104,
2022,228.7,,81.821,2.511,
2022,229.39,,83.696,2.334,
2022,229.62,,83.767,2.051,
2022,230.08,,98.09,2.493,
2022,230.52,,101.432,2.299,
2022,231.01,,104.439,2.334,
2022,231.5,,111.176,2.157,
2022,231.96,,113.174,2.299,
2022,232.8,,106.897,2.546,
2022,233.04,,115.95,2.423,
2022,233.53,,128.877,2.829,
2022,233.98,,134.695,2.476,
2022,234.45,,138.939,2.918,
2022,234.93,,150.08,3.024,
2022,235.37,,145.588,2.971,
2022,236.23,,147.745,2.971,
2022,236.47,,141.945,2.847,
2022,237.41,,148.205,3.024,
2022,237.89,,143.484,3.342,
2022,238.39,,133.793,2.918,
2022,238.88,,148.541,3.13,
2022,239.37,,145.747,3.006,
2022,240.36,,154.73,2.918,
2022,240.64,,140.283,2.776,
2022,241.13,,160.99,3.042,
2022,241.62,,145.305,2.935,
2022,242.13,,153.439,3.413,
2022,242.65,,144.297,2.829,
2022,243.12,,147.622,2.9,
2022,243.96,,137.259,2.812,
2022,244.3,,141.698,2.847,
2022,244.67,,142.387,2.918,
2022,245.08,,131.954,3.501,
2022,245.48,,127.958,3.324,
2022,245.9,,127.569,3.112,
2022,246.28,,126.684,3.254,
2022,246.94,,117.454,3.36,
2022,247.14,,117.471,3.024,
2022,247.44,,119.699,2.706,
2022,247.77,,115.208,2.9,
2022,248.1,,98.603,2.175,
2022,248.44,,95.296,2.458,
2022,248.77,,92.997,2.157,
2022,249.37,,90.08,2.034,
2022,249.53,,92.838,2.37,
2022,249.79,,81.963,2.387,
2022,250.06,,86.048,2.458,
2022,250.31,,81.185,2.281,
2022,250.56,,76.729,2.193,
2022,250.81,,80.106,1.981,
2022,251.21,,80.513,2.299,
2022,251.31,,75.615,1.892,
2022,251.51,,72.325,1.892,
2022,251.7,,73.139,1.998,
2022,251.87,,68.736,1.592,
2022,252.05,,70.787,1.662,
2022,252.22,,69.814,1.344,
2022,252.52,,69.691,1.945,
2022,252.58,,64.085,1.839,
2022,252.74,,67.975,1.538,
2022,252.88,,69.319,1.698,
2022,253.01,,71.194,1.804,
2022,253.14,,65.782,1.874,
2022,253.27,,67.692,1.91,
2022,253.47,,68.63,1.521,
2022,253.51,,68.011,1.91,
2022,253.62,,69.231,1.485,
2022,253.73,,62.847,1.592,
2022,253.83,,70.628,1.91,
2022,253.91,,69.938,2.051,
2022,253.99,,69.549,2.087,
2022,254.1,,70.115,1.715,
2022,254.13,,76.799,1.698,
2022,254.2,,74.571,1.998,
2022,254.28,,74.943,1.521,
2022,254.34,,73.245,1.804,
2022,254.41,,77.683,1.379,
2022,254.47,,84.332,1.786,
2022,254.56,,88.63,1.344,
2022,254.58,,89.284,1.804,
2022,254.64,,85.818,2.087,
2022,254.69,,93.758,2.087,
2022,254.74,,97.613,2.263,
2022,254.79,,99.805,2.405,
2022,254.84,,101.238,2.299,
2022,254.9,,105.287,2.157,
2022,254.91,,109.443,2.334,
2022,254.97,,116.658,2.688,
2022,255.02,,125.553,2.246,
2022,255.05,,118.32,2.299,
2022,255.08,,124.456,2.776,
2022,255.1,,133.97,2.723,
2022,255.11,,132.219,2.529,
2022,255.11,,124.863,2.529,
2022,255.11,,131.671,2.511,
2022,255.11,,130.911,2.776,
2022,255.13,,135.526,3.236,
2022,255.16,,146.278,3.183,
2022,255.18,,137.524,3.342,
2022,255.19,,137.294,2.971,
2023,255.19,,135.615,3.024,
2023,255.19,,137.507,3.148,
2023,255.22,,131.335,2.812,
2023,255.25,,134.889,2.953,
2023,255.28,,134.996,2.387,
2023,255.31,,131.317,2.971,
2023,255.36,,126.083,2.564,
2023,255.37,,117.507,1.857,
2023,255.4,,123.784,2.67,
2023,255.42,,109.602,1.981,
2023,255.44,,108.966,2.317,
2023,255.46,,111.901,2.157,
2023,255.49,,104.757,1.963,
2023,255.52,,100.495,1.963,
2023,255.52,,98.426,1.468,
2023,255.54,,97.135,1.627,
2023,255.56,,93.899,1.857,
2023,255.57,,93.793,1.821,
2023,255.58,,83.749,1.804,
2023,255.6,,86.118,1.733,
2023,255.63,,83.749,1.68,
2023,255.63,,87.798,1.963,
2023,255.65,,80.566,1.945,
2023,255.66,,79.08,1.892,
2023,255.67,,82.67,1.733,
2023,255.69,,87.445,1.715,
2023,255.7,,81.167,1.45,
2023,255.73,,89.372,1.981,
2023,255.73,,83.908,1.998,
2023,255.74,,81.096,1.839,
2023,255.76,,88.046,1.927,
2023,255.77,,81.556,1.927,
2023,255.78,,90.027,2.193,
2023,255.79,,88.046,1.733,
2023,255.81,,89.797,1.857,
2023,255.82,,89.708,2.104,
2023,255.84,,94.536,1.592,
2023,255.86,,89.938,1.751,
2023,255.88,,92.431,1.821,
2023,255.9,,79.381,1.751,
2023,255.93,,93.05,1.998,
2023,255.97,,92.997,1.768,
2023,255.98,,98.179,1.91,
2023,255.98,,100.23,2.034,
2023,255.98,,98.32,2.157,
2023,255.99,,96.463,2.016,
2023,255.99,,106.419,1.963,
2023,255.99,,106.065,2.104,
2023,256.0,,108.382,2.193,
2023,256.0,,111.848,2.299,
2023,256.0,,110.469,2.281,
2023,256.0,,112.732,2.104,
2023,256.0,,118.373,2.564,
2023,256.0,,115.385,2.246,
2023,256.01,,111.034,2.352,
2023,256.01,,112.078,2.423,
2023,256.01,,108.665,2.405,
2023,256.01,,109.337,2.458,
2023,256.01,,114.235,2.564,
2023,256.02,,108.842,2.564,
2023,256.02,,107.179,1.645,
2023,256.02,,110.61,2.458,
2023,256.02,,97.383,2.21,
2023,256.02,,107.975,2.21,
2023,256.02,,104.014,2.334,
2023,256.02,,105.782,2.617,
2023,256.03,,105.942,2.546,
2023,256.03,,112.078,2.157,
2023,256.03,,124.032,2.458,
2023,256.03,,108.24,2.37,
2023,256.03,,116.233,2.582,
2023,256.03,,121.627,2.723,
2023,256.03,,116.941,2.458,
2023,256.03,,121.344,2.246,
2023,256.03,,125.906,2.281,
2023,256.04,,122.016,2.299,
2023,,,121.485,2.37,
2023,,,117.984,2.21,
2023,256.04,,121.662,2.405,
2023,256.04,,120.619,2.546,
2023,256.04,,120.831,2.387,
2023,256.04,,127.409,2.087,
2023,256.04,,118.815,2.334,
