Year,Total Vaccinations (per hundred),Total Deaths (per million),Hospitalized Patients (per million),ICU Patients (per million),Positive Rate
2023,244.93,3238.282,19.361,0.644,
2023,,3238.316,19.649,0.694,
2023,244.93,3238.384,20.326,0.745,
2023,244.93,3238.435,21.41,0.796,
2023,244.93,3238.621,22.291,0.745,
2023,244.93,3238.807,23.697,0.83,
2023,244.93,3238.943,24.459,0.728,
2023,244.93,3239.18,24.832,0.847,
2023,,3239.248,24.866,0.762,
2023,244.93,3239.417,25.763,0.796,
2023,244.93,3239.519,27.288,0.813,
2023,244.93,3239.739,28.761,0.661,
2023,244.93,3239.908,28.592,0.694,
2023,244.93,3240.179,28.795,0.627,
2023,244.93,3240.45,28.457,0.711,
2023,,3240.62,29.066,0.813,
2023,244.93,3240.721,29.981,0.881,
2023,244.93,3240.942,31.353,0.881,
2023,244.93,3241.145,32.539,0.83,
2023,244.93,3241.501,34.741,1.016,
2023,244.93,3241.856,36.13,1.101,
2023,244.93,3242.026,37.519,1.169,
2023,,3242.127,38.247,1.169,
2023,244.93,3242.263,39.704,1.27,
2023,244.93,3242.5,40.838,1.22,
2023,244.93,3242.805,41.567,1.287,
2023,244.93,3243.177,42.515,1.338,
2023,244.93,3243.415,43.837,1.389,
2023,244.93,3243.753,44.412,1.558,
2023,244.93,3243.974,44.362,1.491,
2023,244.93,3244.058,45.141,1.491,
2023,244.93,3244.363,44.514,1.474,
2023,244.93,3244.821,44.446,1.541,
2023,244.93,3245.159,45.175,1.423,
2023,244.93,3245.701,45.954,1.457,
2023,244.93,3246.04,45.513,1.457,
2023,244.93,3246.243,46.225,1.338,
2023,244.93,3246.345,46.53,1.372,
2023,244.93,3246.48,47.14,1.423,
2023,244.93,3246.819,47.699,1.389,
2023,244.93,3247.344,47.461,1.372,
2023,244.93,3247.344,49.257,1.355,
2023,244.93,3247.344,49.782,1.406,
2023,,3247.344,50.087,1.406,
2023,244.93,3247.344,51.256,1.491,
2023,244.93,3247.344,53.813,1.592,
2023,244.93,3247.344,54.711,1.592,
2023,244.93,3247.344,55.643,1.558,
2023,244.93,3247.344,57.624,1.491,
2023,244.93,3247.344,58.421,1.711,
2023,,3247.344,59.064,1.812,
2023,244.93,3247.344,60.487,1.931,
2023,244.93,3247.344,61.927,1.948,
2023,244.93,3247.344,62.791,1.999,
2023,244.93,3247.344,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,
2020,,,,,0.0714
2020,,0.008,,,0.1588
2020,,0.008,,,0.2041
2020,,0.008,,,0.1648
2020,,0.008,,,0.1513
2020,,0.008,,,0.122
2020,,0.008,,,0.1516
2020,,0.008,,,0.1404
2020,,0.008,,,0.1302
2020,,0.008,,,0.1332
2020,,0.008,,,0.156
2020,,0.008,,,0.1766
2020,,0.008,,,0.1871
2020,,0.008,,,0.1767
2020,,0.016,,,0.1718
2020,,0.032,,,0.1793
2020,,0.032,,,0.1687
2020,,0.04,,,0.133
2020,,0.048,,,0.1267
2020,,0.048,,,0.1405
2020,,0.048,,,0.1323
2020,,0.048,,,0.0299
2020,,0.048,,,0.0279
2020,,0.048,,,0.0323
2020,,0.048,,,0.0391
2020,,0.048,,,0.0423
2020,,0.081,,,0.036
2020,,0.081,,,0.0399
2020,,0.121,,,0.0895
2020,,0.129,,,0.0722
2020,,0.153,,,0.064
2020,,0.177,,,0.0678
2020,,0.177,,,0.0684
2020,,0.218,,,0.0569
2020,,0.234,,,0.0578
2020,,0.234,,,0.0418
2020,,0.234,,,0.0401
2020,,0.266,,,0.0478
2020,,0.282,,,0.0435
2020,,0.323,,,0.0457
2020,,0.323,,,0.0383
2020,,0.339,,,0.0405
2020,,0.347,,,0.0586
2020,,0.363,,,0.0674
2020,,0.371,,,0.0637
2020,,0.395,,,0.0822
2020,,0.42,,,0.0969
2020,,0.436,,,0.1084
2020,,0.452,,,0.1095
2020,,0.46,,,0.1063
2020,,0.484,,,0.1166
2020,,0.508,,,0.1169
2020,,0.557,,,0.1297
2020,,0.565,,,0.1419
2020,,0.589,,,0.1154
2020,,0.645,,,0.1067
2020,,0.653,,,0.1246
2020,,0.686,,,0.1368
2020,,0.71,,,0.1375
2020,,0.758,,,0.1434
2020,,0.791,,,0.1515
2020,,0.823,,,0.1459
2020,,0.879,,,0.1316
2020,,0.96,,,0.1356
2020,,1.097,,,0.1236
2020,,1.194,,,0.1262
2020,,1.242,,,0.1252
2020,,1.299,,,0.1088
2020,,1.38,,,0.1194
2020,,1.501,,,0.127
2020,,2.235,,,0.106
2020,,2.315,,,0.1016
2020,,2.557,,,0.0926
2020,,2.695,,,0.0837
2020,,2.808,,,0.0839
2020,,2.832,,,0.0738
2020,,3.033,44.485,,0.0762
2020,,3.138,,,0.0797
2020,,3.348,,,0.064
2020,,3.485,,,0.0568
2020,,3.695,,,0.0565
2020,,3.969,,,0.0561
2020,,4.115,,,0.0741
2020,,4.203,,,0.0725
2020,,4.381,,,0.0683
2020,,4.445,35.788,2.751,0.0506
2020,,4.494,,,0.0374
2020,,4.841,,,0.0295
2020,,4.945,,,0.0229
2020,,5.01,,,0.0167
2020,,5.188,,,0.0162
2020,,5.389,27.616,2.025,0.0117
2020,,5.542,,,0.0139
2020,,5.728,,,0.0161
2020,,5.849,,,0.0133
2020,,6.002,,,0.0116
2020,,6.043,,,0.0115
2020,,6.043,,,0.009
2020,,6.22,,,0.0104
2020,,6.269,16.603,1.484,0.0089
2020,,6.422,,,0.0078
2020,,6.519,,,0.0072
2020,,6.615,,,0.009
2020,,6.696,,,0.0094
2020,,6.825,,,0.0096
2020,,6.922,11.045,1.154,0.0095
2020,,6.995,,,0.0107
2020,,7.051,,,0.0131
2020,,7.148,,,0.0141
2020,,7.188,,,0.0135
2020,,7.196,,,0.0142
2020,,7.212,,,0.0142
2020,,7.261,8.189,0.815,0.0137
2020,,7.285,,,0.0127
2020,,7.317,,,0.011
2020,,7.374,,,0.0108
2020,,7.39,,,0.0109
2020,,7.39,,,0.01
2020,,7.39,,,0.0098
2020,,7.414,6.301,0.71,0.0097
2020,,7.422,,,0.0097
2020,,7.438,,,0.0101
2020,,7.455,,,0.0103
2020,,7.463,,,0.0117
2020,,7.463,,,0.0136
2020,,7.479,,,0.0136
2020,,7.511,4.736,0.565,0.0161
2020,,7.543,,,0.0161
2020,,7.543,,,0.0163
2020,,7.68,,,0.0171
2020,,7.688,,,0.0148
2020,,7.688,,,0.0132
2020,,7.705,,,0.0141
2020,,7.769,4.51,0.468,0.014
2020,,7.809,,,0.0153
2020,,7.818,,,0.0168
2020,,7.834,,,0.0171
2020,,7.834,,,0.0208
2020,,7.842,,,0.023
2020,,7.858,,,0.025
2020,,7.858,5.615,0.323,0.0248
2020,,7.866,,,0.0275
2020,,7.874,,,0.0303
2020,,7.882,,,0.0361
2020,,7.882,,,0.0377
2020,,7.882,,,0.0367
2020,,7.89,,,0.0362
2020,,7.906,8.382,0.29,0.0371
2020,,7.914,,,0.0389
2020,,7.922,,,0.0409
2020,,7.922,,,0.0413
2020,,7.922,,,0.0462
2020,,7.922,,,0.0457
2020,,7.922,,,0.0446
2020,,7.939,13.852,0.331,0.046
2020,,7.947,,,0.0438
2020,,7.947,,,0.0437
2020,,7.947,,,0.0464
2020,,7.947,,,0.047
2020,,7.947,,,0.0457
2020,,7.971,,,0.049
2020,,7.979,22.138,0.436,0.0501
2020,,7.987,,,0.0603
2020,,8.003,,,0.0694
2020,,8.011,,,0.069
2020,,8.035,,,0.0731
2020,,8.035,,,0.0679
2020,,8.052,,,0.0673
2020,,8.076,32.545,0.742,0.0709
2020,,8.1,,,0.0661
2020,,8.116,,,0.0664
2020,,8.156,,,0.0729
2020,,8.156,,,0.0729
2020,,8.164,,,0.075
2020,,8.197,,,0.0767
2020,,8.245,41.274,0.944,0.0659
2020,,8.277,,,0.0661
2020,,8.334,,,0.0638
2020,,8.382,,,0.0624
2020,,8.39,,,0.062
2020,,8.447,,,0.0698
2020,,8.487,,,0.0596
2020,,8.544,48.479,1.549,0.0629
2020,,8.576,,,0.0611
2020,,8.657,,,0.0478
2020,,8.753,,,0.0463
2020,,8.778,,,0.0454
2020,,8.866,,,0.0394
2020,,8.995,,,0.0435
2020,,9.1,48.188,2.235,0.0451
2020,,9.229,,,0.0449
2020,,9.318,,,0.0538
2020,,9.431,,,0.0513
2020,,9.488,,,0.048
2020,,9.528,,,0.0482
2020,,9.649,,,0.0477
2020,,9.754,44.985,2.687,0.0474
2020,,9.891,,,0.0451
2020,,9.988,,,0.045
2020,,10.125,,,0.044
2020,,10.198,,,0.0433
2020,,10.319,,,0.043
2020,,10.456,,,0.0424
2020,,10.544,40.29,2.614,0.0383
2020,,10.641,,,0.0363
2020,,10.73,,,0.0349
2020,,10.883,,,0.0332
2020,,10.948,,,0.0334
2020,,10.996,,,0.0315
2020,,11.109,,,0.0314
2020,,11.238,33.674,2.541,0.031
2020,,11.343,,,0.0316
2020,,11.392,,,0.0318
2020,,11.48,,,0.0326
2020,,11.609,,,0.0336
2020,,11.634,,,0.0329
2020,,11.706,,,0.0316
2020,,11.787,30.286,2.549,0.0333
2020,,11.884,,,0.0311
2020,,11.956,,,0.0302
2020,,12.061,,,0.03
2020,,12.101,,,0.0289
2020,,12.101,,,0.0361
2020,,12.166,,,0.0411
2020,,12.198,29.052,2.501,0.0334
2020,,12.263,,,0.035
2020,,12.36,,,0.0311
2020,,12.424,,,0.0312
2020,,12.465,,,0.0318
2020,,12.489,,,0.0269
2020,,12.561,,,0.0152
2020,,12.618,26.212,2.356,0.0174
2020,,12.674,,,0.0183
2020,,12.731,,,0.0188
2020,,12.828,,,0.0181
2020,,12.884,,,0.0177
2020,,12.9,,,0.0174
2020,,12.924,,,0.0292
2020,,12.949,23.904,2.388,0.0282
2020,,13.013,,,0.0273
2020,,13.037,,,0.0283
2020,,13.102,,,0.0298
2020,,13.126,,,0.0301
2020,,13.142,,,0.0297
2020,,13.183,,,0.0299
2020,,13.215,24.526,2.557,0.0301
2020,,13.279,,,0.031
2020,,13.312,,,0.031
2020,,13.4,,,0.0308
2020,,13.473,,,0.0307
2020,,13.505,,,0.0314
2020,,13.521,,,0.0324
2020,,13.546,23.929,2.251,0.0329
2020,,13.594,,,0.0313
2020,,13.667,,,0.0317
2020,,13.763,,,0.0316
2020,,13.804,,,0.0321
2020,,13.86,,,0.0326
2020,,13.917,,,0.0314
2020,,13.957,25.074,2.34,0.032
2020,,13.981,,,0.0342
2020,,14.07,,,0.0347
2020,,14.159,,,0.0363
2020,,14.247,,,0.037
2020,,14.312,,,0.0379
2020,,14.36,,,0.046
2020,,14.409,28.196,2.574,0.0456
2020,,14.473,,,0.0441
2020,,14.57,,,0.0448
2020,,14.594,,,0.0476
2020,,14.619,,,0.0496
2020,,14.667,,,0.0503
2020,,14.756,,,0.0472
2020,,14.853,36.175,3.13,0.0494
2020,,14.933,,,0.053
2020,,15.062,,,0.0579
2020,,15.167,,,0.0593
2020,,15.191,,,0.0618
2020,,15.208,,,0.0611
2020,,15.353,,,0.0627
2020,,15.433,48.011,3.897,0.0661
2020,,15.506,,,0.0673
2020,,15.675,,,0.0649
2020,,15.837,,,0.0664
2020,,15.926,,,0.0663
2020,,15.982,,,0.0761
2020,,16.047,,,0.0681
2020,,16.143,63.137,5.502,0.065
2020,,16.313,,,0.0641
2020,,16.547,,,0.0641
2020,,16.732,,,0.0652
2020,,16.99,,,0.0673
2020,,17.095,,,0.0583
2020,,17.257,,,0.0615
2020,,17.523,68.478,6.333,0.0629
2020,,17.854,,,0.0645
2020,,18.072,,,0.0655
2020,,18.418,,,0.0648
2020,,18.677,,,0.0632
2020,,18.838,,,0.0646
2020,,19.217,,,0.0664
2020,,19.524,74.4,6.793,0.0648
2020,,19.887,,,0.0646
2020,,20.185,,,0.0622
2020,,20.443,,,0.0627
2020,,20.669,,,0.065
2020,,20.855,,,0.0619
2020,,21.323,,,0.0616
2020,,21.686,81.056,7.664,0.0623
2020,,22.097,,,0.0595
2020,,22.452,,,0.0591
2020,,22.815,,,0.0592
2020,,23.178,,,0.0597
2020,,23.396,,,0.0597
2020,,23.751,,,0.0636
2020,,24.155,84.468,8.205,0.0609
2020,,24.606,,,0.0623
2020,,25.05,,,0.0647
2020,,25.453,,,0.0663
2020,,25.921,,,0.0678
2020,,26.236,,,0.0658
2020,,26.672,,,0.0697
2020,,27.019,93.464,8.923,0.0842
2020,,27.543,,,0.0948
2021,,27.914,,,0.1068
2021,,28.35,,,0.1152
2021,,28.624,,,0.1118
2021,,29.036,,,0.111
2021,,29.487,,,0.0911
2021,,30.004,105.63,9.875,0.0833
2021,,30.584,,,0.0823
2021,,31.117,,,0.086
2021,,31.722,,,0.0915
2021,,32.238,,,0.0973
2021,,32.626,,,0.1175
2021,,33.029,,,0.1172
2021,,33.44,119.603,11.488,0.1147
2021,,34.15,,,0.1068
2021,,34.812,,,0.103
2021,,35.336,,,0.099
2021,,35.869,,,0.1
2021,,36.313,,,0.0875
2021,,36.692,,,0.086
2021,,37.49,118.788,12.142,0.0843
2021,,38.265,,,0.085
2021,,38.967,,,0.0759
2021,,39.814,,,0.0725
2021,,40.492,,,0.0686
2021,,41.016,,,0.0643
2021,,41.613,,,0.0661
2021,,42.371,116.311,12.658,0.0623
2021,,43.251,,,0.0619
2021,,43.985,,,0.0611
2021,,44.743,,,0.0575
2021,,45.615,,,0.0547
2021,,46.163,,,0.0543
2021,,46.744,,,0.0516
2021,,47.696,108.825,11.609,0.0511
2021,,48.567,,,0.0475
2021,,49.495,,,0.0458
2021,,50.366,,,0.0439
2021,,51.133,,,0.0411
2021,,51.593,,,0.0405
2021,,52.246,,,0.0366
2021,,52.9,91.366,9.939,0.035
2021,,53.876,,,0.0354
2021,,54.65,,,0.0338
2021,,55.255,,,0.0313
2021,,55.764,,,0.0309
2021,,56.086,,,0.0301
2021,,56.595,,,0.031
2021,0.0,57.297,77.248,8.229,0.0301
2021,0.0,58.055,,,0.0277
2021,0.0,58.684,,,0.0262
2021,,59.16,,,0.0258
2021,,59.838,,,0.0248
2021,0.01,60.298,,,0.0245
2021,,60.741,,,0.0271
2021,0.01,61.185,64.799,6.615,0.0259
2021,0.02,61.693,,,0.024
2021,0.02,62.298,,,0.0246
2021,,62.984,,,0.0247
2021,,63.412,,,0.0242
2021,0.03,63.63,,,0.0235
2021,0.03,64.001,,,0.0189
2021,0.03,64.412,53.916,5.962,0.0212
2021,0.03,64.961,,,0.0209
2021,0.04,65.501,,,0.0219
2021,,65.977,,,0.0213
2021,,66.373,,,0.0219
2021,0.06,66.582,,,0.0211
2021,0.09,66.954,,,0.0249
2021,0.12,67.389,47.978,5.317,0.0228
2021,0.15,67.784,,,0.0241
2021,0.19,68.18,,,0.0237
2021,,68.648,,,0.0246
2021,,69.059,,,0.0241
2021,0.23,69.301,,,0.0258
2021,0.29,69.559,,,0.0252
2021,0.35,70.011,47.559,4.913,0.024
2021,0.41,70.326,,,0.0247
2021,0.47,70.657,,,0.0241
2021,,70.915,,,0.0247
2021,,71.092,,,0.0251
2021,0.53,71.278,,,0.0254
2021,0.56,71.488,,,0.026
2021,0.6,71.867,50.625,5.083,0.0291
2021,0.63,72.109,,,0.0296
2021,0.66,72.343,,,0.0316
2021,,72.593,,,0.0324
2021,,72.859,,,0.0341
2021,0.72,73.101,,,0.0336
2021,0.77,73.303,,,0.0363
2021,0.81,73.521,58.595,5.906,0.0381
2021,0.85,73.916,,,0.0397
2021,0.88,74.101,,,0.0423
2021,,74.327,,,0.0441
2021,,74.392,,,0.0461
2021,0.97,74.473,,,0.0483
2021,1.04,74.618,,,0.0484
2021,1.12,74.86,69.398,6.801,0.0513
2021,1.2,75.037,,,0.0529
2021,1.28,75.304,,,0.054
2021,,75.457,,,0.0567
2021,,75.691,,,0.0569
2021,1.37,75.836,,,0.0565
2021,1.41,76.038,,,0.0568
2021,1.46,76.393,76.022,7.898,0.0568
2021,1.51,76.643,,,0.0578
2021,1.57,76.949,,,0.0588
2021,1.58,77.32,,,0.0599
2021,1.59,77.627,,,0.0616
2021,1.71,77.78,,,0.0614
2021,1.85,78.022,,,0.0625
2021,2.02,78.337,90.995,9.923,0.0616
2021,2.18,78.773,,,0.062
2021,2.37,79.063,,,0.0615
2021,2.4,79.499,,,0.0621
2021,2.42,79.975,,,0.0624
2021,2.68,80.451,,,0.0635
2021,2.9,80.709,,,0.0635
2021,3.16,81.12,105.598,10.714,0.068
2021,3.17,82.242,,,0.0691
2021,3.45,82.524,,,0.0721
2021,3.48,83.065,,,0.0714
2021,3.5,83.589,,,0.0739
2021,3.51,84.065,,,0.0829
2021,3.51,84.468,,,0.092
2021,3.52,84.848,120.426,12.497,0.088
2021,3.84,85.428,,,0.0846
2021,4.0,86.34,,,0.079
2021,4.06,87.316,,,0.0814
2021,4.13,87.744,,,0.0818
2021,4.41,88.268,,,0.0695
2021,4.69,89.261,,,0.0649
2021,5.02,90.075,134.084,14.578,0.0676
2021,5.36,90.802,,,0.0681
2021,5.71,91.689,,,0.0694
2021,5.85,92.48,,,0.0686
2021,6.03,92.843,,,0.0673
2021,6.52,93.512,,,0.0691
2021,6.99,95.61,,,0.0686
2021,7.51,96.328,140.151,14.691,0.0602
2021,7.95,97.183,,,0.0608
2021,8.43,98.038,,,0.0576
2021,8.7,98.716,,,0.0555
2021,8.99,99.329,,,0.0536
2021,9.63,100.023,,,0.0525
2021,10.18,100.822,,,0.0517
2021,10.77,101.661,133.77,14.869,0.0552
2021,11.38,102.572,,,0.0506
2021,11.98,103.419,,,0.0479
2021,12.42,104.234,,,0.0462
2021,12.85,104.613,,,0.0445
2021,13.58,105.267,,,0.0435
2021,14.34,106.009,,,0.0415
2021,15.14,106.856,116.779,13.287,0.0396
2021,15.93,107.816,,,0.0336
2021,16.7,108.502,,,0.0328
2021,17.31,109.099,,,0.0314
2021,17.92,109.51,,,0.0301
2021,18.81,110.083,,,0.0297
2021,19.73,110.874,,,0.0286
2021,20.69,111.664,95.908,10.988,0.0279
2021,21.62,112.197,,,0.0324
2021,22.54,112.762,,,0.0308
2021,23.31,113.213,,,0.0295
2021,24.06,113.52,,,0.0281
2021,25.07,113.964,,,0.0283
2021,26.1,114.456,,,0.0273
2021,27.16,115.117,74.239,9.125,0.0259
2021,28.22,115.529,,,0.025
2021,29.25,115.892,,,0.0261
2021,30.16,116.174,,,0.0256
2021,31.06,116.36,,,0.025
2021,32.2,116.61,,,0.025
2021,33.38,116.949,,,0.0256
2021,34.6,117.409,59.192,7.6,0.026
2021,35.8,117.772,,,0.027
2021,37.0,117.998,,,0.0258
2021,38.09,118.248,,,0.0261
2021,39.17,118.344,,,0.0267
2021,40.41,118.635,,,0.0268
2021,41.7,118.917,,,0.0261
2021,43.01,119.248,51.883,6.93,0.0258
2021,44.15,119.417,,,0.025
2021,45.26,119.595,,,0.0266
2021,46.49,119.74,,,0.0275
2021,47.63,119.789,,,0.0283
2021,49.0,119.902,,,0.0287
2021,50.42,120.079,,,0.0301
2021,51.82,120.184,47.502,6.922,0.0311
2021,53.23,120.345,,,0.0339
2021,54.65,120.474,,,0.0349
2021,56.03,120.595,,,0.0359
2021,57.19,120.652,,,0.0364
2021,58.48,120.684,,,0.0372
2021,59.79,120.781,,,0.0345
2021,61.08,120.934,52.956,7.108,0.037
2021,62.35,121.128,,,0.0391
2021,63.64,121.233,,,0.0413
2021,64.87,121.338,,,0.0445
2021,65.95,121.402,,,0.047
2021,66.98,121.499,,,0.0483
2021,68.25,121.652,,,0.0561
2021,69.51,121.797,65.945,8.027,0.0596
2021,70.06,121.87,,,0.0693
2021,70.48,121.943,,,0.0765
2021,71.55,122.015,,,0.0782
2021,72.52,122.056,,,0.0857
2021,73.78,122.12,,,0.0861
2021,75.07,122.233,,,0.0903
2021,76.38,122.306,85.912,10.254,0.0979
2021,77.68,122.411,,,0.0986
2021,79.04,122.499,,,0.1041
2021,80.37,122.564,,,0.1096
2021,81.39,122.604,,,0.115
2021,82.51,122.661,,,0.1195
2021,83.69,122.782,,,0.1291
2021,84.85,122.854,121.225,12.949,0.1339
2021,86.02,122.951,,,0.1357
2021,87.26,123.072,,,0.1384
2021,88.54,123.217,,,0.1475
2021,89.55,123.274,,,0.153
2021,89.86,123.411,,,0.1809
2021,90.93,123.524,,,0.1655
2021,91.93,123.677,150.914,17.176,0.1607
2021,92.68,123.903,,,0.1678
2021,93.23,124.105,,,0.1693
2021,93.85,124.242,,,0.1736
2021,94.45,124.306,,,0.1732
2021,95.28,124.492,,,0.1595
2021,96.29,124.782,,,0.174
2021,97.3,125.057,172.922,20.903,0.1842
2021,98.29,125.323,,,0.1656
2021,99.35,125.557,,,0.1958
2021,100.52,125.823,,,0.1947
2021,101.52,126.106,,,0.2022
2021,102.49,126.364,,,0.1975
2021,103.51,126.606,,,0.1892
2021,104.51,126.961,194.64,22.823,0.1867
2021,105.46,127.445,,,0.207
2021,106.52,127.88,,,0.1729
2021,107.71,128.244,,,0.1729
2021,108.71,128.647,,,0.1676
2021,109.25,129.034,,,0.1599
2021,110.21,129.413,,,0.1637
2021,111.14,130.075,196.205,24.477,0.1581
2021,111.88,130.567,,,0.1547
2021,112.82,131.075,,,0.1419
2021,113.96,131.608,,,0.1357
2021,114.92,131.938,,,0.1287
2021,115.76,132.205,,,0.1267
2021,116.7,132.6,,,0.1183
2021,117.63,133.318,181.982,24.477,0.1115
2021,118.54,133.947,,,0.1024
2021,119.56,134.649,,,0.0995
2021,120.78,135.069,,,0.0916
2021,121.76,135.512,,,0.0867
2021,122.6,135.908,,,0.0825
2021,123.48,136.295,,,0.0785
2021,124.34,136.819,141.031,19.814,0.0736
2021,125.2,137.392,,,0.0693
2021,126.18,137.933,,,0.0618
2021,127.37,138.409,,,0.0576
2021,128.29,138.796,,,0.0524
2021,128.55,139.03,,,0.0574
2021,129.43,139.377,,,0.0509
2021,130.3,139.724,103.201,14.586,0.0459
2021,130.65,140.547,,,0.0462
2021,131.63,140.547,,,0.0431
2021,132.85,140.805,,,0.0393
2021,133.8,141.039,,,0.0376
2021,134.61,141.273,,,0.0317
2021,135.44,141.595,,,0.0321
2021,136.25,142.031,60.241,9.213,0.0302
2021,137.05,142.378,,,0.0252
2021,137.92,142.66,,,0.0267
2021,139.03,142.927,,,0.0238
2021,139.9,143.04,,,0.0216
2021,140.6,143.249,,,0.0211
2021,141.33,143.516,,,0.0202
2021,142.04,143.758,37.7,6.188,0.019
2021,142.73,144.056,,,0.0179
2021,143.57,144.427,,,0.0169
2021,144.64,144.629,,,0.016
2021,145.44,144.742,,,0.0148
2021,145.84,144.887,,,0.0144
2021,146.42,145.105,,,0.0136
2021,146.89,145.379,23.461,4.332,0.0129
2021,147.31,145.629,,,0.0115
2021,147.97,145.847,,,0.0108
2021,148.82,145.96,,,0.0103
2021,149.43,146.049,,,0.0101
2021,149.88,146.194,,,0.0099
2021,150.36,146.396,,,0.0094
2021,150.83,146.484,15.643,2.388,0.0082
2021,151.26,146.614,,,0.0081
2021,151.83,146.694,,,0.0084
2021,152.58,146.759,,,0.0077
2021,153.12,146.823,,,0.007
2021,153.5,146.888,,,0.0066
2021,153.88,147.001,,,0.0064
2021,154.24,147.057,10.206,1.581,0.0063
2021,154.6,147.13,,,0.006
2021,155.05,147.259,,,0.0053
2021,155.65,147.324,,,0.0053
2021,156.08,147.38,,,0.0053
2021,156.35,147.436,,,0.0053
2021,156.6,147.493,,,0.005
2021,156.68,147.557,7.777,1.129,0.0054
2021,156.95,147.606,,,0.0049
2021,157.28,147.687,,,0.0048
2021,157.73,147.711,,,0.0047
2021,158.01,147.719,,,0.0045
2021,158.2,147.743,,,0.0045
2021,158.38,147.767,,,0.0045
2021,158.55,147.783,6.091,1.081,0.0037
2021,158.7,147.824,,,0.0039
2021,158.92,147.824,,,0.0038
2021,159.21,147.84,,,0.0036
2021,159.38,147.856,,,0.0035
2021,159.5,147.856,,,0.0035
2021,159.61,147.888,,,0.0034
2021,159.73,147.929,5.05,0.774,0.0035
2021,159.83,147.977,,,0.0033
2021,159.99,147.977,,,0.0033
2021,160.22,148.017,,,0.003
2021,160.35,148.017,,,0.0031
2021,160.42,148.033,,,0.003
2021,160.44,148.05,,,0.0031
2021,160.5,148.058,4.268,0.637,0.0027
2021,160.57,148.066,,,0.0026
2021,160.69,148.098,,,0.0025
2021,160.86,148.106,,,0.0024
2021,160.95,148.106,,,0.0021
2021,161.01,148.114,,,0.0022
2021,161.08,148.122,,,0.002
2021,161.12,148.138,3.396,0.436,0.0021
2021,161.16,148.146,,,0.0021
2021,161.24,148.154,,,0.0022
2021,161.34,148.154,,,0.0023
2021,161.38,148.154,,,0.0025
2021,161.42,148.163,,,0.0024
2021,161.46,148.179,,,0.0025
2021,161.49,148.195,2.92,0.323,0.0025
2021,161.53,148.211,,,0.0027
2021,161.6,148.219,,,0.0026
2021,161.67,148.227,,,0.0026
2021,161.69,148.227,,,0.0025
2021,161.74,148.235,,,0.0025
2021,161.78,148.243,,,0.0026
2021,161.85,148.251,3.356,0.282,0.0028
2021,161.92,148.267,,,0.0028
2021,162.05,148.276,,,0.0029
2021,162.14,148.276,,,0.0031
2021,162.17,148.276,,,0.0033
2021,162.24,148.276,,,0.0035
2021,162.32,148.292,,,0.0038
2021,162.4,148.308,4.865,0.557,0.004
2021,162.48,148.332,,,0.0043
2021,162.62,148.332,,,0.0048
2021,162.72,148.34,,,0.0049
2021,162.75,148.34,,,0.0051
2021,162.82,148.34,,,0.0052
2021,162.89,148.356,,,0.0053
2021,162.93,148.388,8.197,0.734,0.0062
2021,162.94,148.388,,,0.0073
2021,162.94,148.388,,,0.0085
2022,162.94,148.388,,,0.0104
2022,162.94,148.405,,,0.0119
2022,162.95,148.413,,,0.0178
2022,162.96,148.421,,,0.0195
2022,163.0,148.429,18.249,1.234,0.0241
2022,163.05,148.429,,,0.0339
2022,163.17,148.445,,,0.0433
2022,163.32,148.461,,,0.0573
2022,163.35,148.469,,,0.0719
2022,163.36,148.485,,,0.0798
2022,163.46,148.501,,,0.0864
2022,163.58,148.542,53.585,3.308,0.0995
2022,163.7,148.558,,,0.1097
2022,163.92,148.647,,,0.1278
2022,164.12,148.695,,,0.1461
2022,164.16,148.711,,,0.1648
2022,164.31,148.719,,,0.1513
2022,164.5,148.8,,,0.174
2022,164.71,148.905,88.212,5.534,0.1861
2022,164.91,149.002,,,0.2046
2022,165.23,149.074,,,0.2113
2022,165.49,149.171,,,0.2228
2022,165.57,149.3,,,0.2387
2022,165.8,149.437,,,0.2472
2022,166.06,149.728,,,0.2554
2022,166.35,150.05,139.32,9.084,0.2644
2022,166.62,150.397,,,0.2826
2022,167.01,150.752,,,0.2964
2022,167.35,151.099,,,0.3144
2022,167.51,151.382,,,0.3256
2022,167.79,151.607,,,0.3353
2022,168.33,152.245,,,0.3411
2022,168.86,152.874,182.757,11.617,0.3614
2022,169.39,153.6,,,0.3659
2022,170.05,154.342,,,0.3849
2022,170.68,155.359,,,0.3976
2022,171.1,155.899,,,0.4137
2022,171.75,156.884,,,0.4008
2022,172.49,158.021,,,0.4228
2022,173.21,159.272,215.681,14.893,0.4268
2022,173.95,160.684,,,0.4396
2022,174.27,161.829,,,0.4591
